//############################################################
//# -- X6 MUONLINE SERVER EMULATOR
//# -- www.igcn.mu
//# -- www.muemu.pl
//# -- (C) 2017 IGC-Network | MUEMU (R)
//# ----------------------------------------------------------
//# -- File is a part of MUEMU MuOnline Server files.
//############################################################


// Monster Statistics for DopperGanfer event must be changed using multiplier from this configuration file.
// Do not change Monster Statistics from MonsterList.xml file as it will cause issues.

// [1] - Maximum player level on the event - configuration will be assigned up to the configured level
// ------------------------------------------------------------------------------------------------------
// [2] - Monster Level Multiplier depending from Players count participating the event (1)
// [3] - Monster Level Multiplier depending from Players count participating the event (2)
// [4] - Monster Level Multiplier depending from Players count participating the event (3)
// [5] - Monster Level Multiplier depending from Players count participating the event (4)
// [6] - Monster Level Multiplier depending from Players count participating the event (5)
// ------------------------------------------------------------------------------------------------------
// [7] - Monster HP Multiplier depending from Players count participating the event (1)
// [8] - Monster HP Multiplier depending from Players count participating the event (2)
// [9] - Monster HP Multiplier depending from Players count participating the event (3)
// [10] - Monster HP Multiplier depending from Players count participating the event (4)
// [11] - Monster HP Multiplier depending from Players count participating the event (5)
// ------------------------------------------------------------------------------------------------------
// [12] - Monster Damage Multiplier depending from Players count participating the event (1)
// [13] - Monster Damage Multiplier depending from Players count participating the event (2)
// [14] - Monster Damage Multiplier depending from Players count participating the event (3)
// [15] - Monster Damage Multiplier depending from Players count participating the event (4)
// [16] - Monster Damage Multiplier depending from Players count participating the event (5)
// ------------------------------------------------------------------------------------------------------
// [17] - Monster Defence Multiplier depending from Players count participating the event (1)
// [18] - Monster Defence Multiplier depending from Players count participating the event (2)
// [19] - Monster Defence Multiplier depending from Players count participating the event (3)
// [20] - Monster Defence Multiplier depending from Players count participating the event (4)
// [21] - Monster Defence Multiplier depending from Players count participating the event (5)
// -----------------------------------------------------------------------------------------------------------------------
// [22] - Count of Items dropping from Interim Reward Chest
// [23] - Section Number from IGC_DoppelGanger_DropInfo.dat file for items configuration dropping from Interim Chest (1)
// [24] - Drop Rate from Interim Chest (1) - n/1000000
// [25] - Section Number from IGC_DoppelGanger_DropInfo.dat file for items configuration dropping from Interim Chest (2)
// [26] - Drop Rate from Interim Chest (2) - n/1000000
// [27] - Section Number from IGC_DoppelGanger_DropInfo.dat file for items configuration dropping from Interim Chest (3)
// [28] - Drop Rate from Interim Chest (3) - n/1000000
// -----------------------------------------------------------------------------------------------------------------------
// [29] - Count of Items dropping from  Final Reward Chest
// [30] - Section Number from IGC_DoppelGanger_DropInfo.dat file for items configuration dropping from Final Chest (1)
// [31] - Drop Rate from Final Chest (1) - n/1000000
// [32] - Section Number from IGC_DoppelGanger_DropInfo.dat file for items configuration dropping from Final Chest (2)
// [33] - Drop Rate from Final Chest (2) - n/1000000
// [34] - Section Number from IGC_DoppelGanger_DropInfo.dat file for items configuration dropping from Final Chest (3)
// [35] - Drop Rate from Final Chest (3) - n/1000000
// [36] - Section Number from IGC_DoppelGanger_DropInfo.dat file for items configuration dropping from Final Chest (4)
// [37] - Drop Rate from Final Chest (4) - n/1000000
// [38] - Section Number from IGC_DoppelGanger_DropInfo.dat file for items configuration dropping from Final Chest (5)
// [39] - Drop Rate from Final Chest (5) - n/1000000
// [40] - Section Number from IGC_DoppelGanger_DropInfo.dat file for items configuration dropping from Final Chest (6)
// [41] - Drop Rate from Final Chest (6) - n/1000000

// ===================================================================================================================================================================================================================================================================================================================================================================
//	[1]		[2]		[3]		[4]		[5]		[6]		[7]		[8]		[9]		[10]	[11]	[12]	[13]	[14]	[15]	[16]	[17]	[18]	[19]	[20]	[21]	[22]	[23]	[24]		[25]	[26]		[27]	[28]		[29]	[30]	[31]		[32]	[33]		[34]	[35]		[36]	[37]	[38]	[39]	[40]	[41]
// ===================================================================================================================================================================================================================================================================================================================================================================
// -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
	160		3.85	3.85	3.85	3.85	3.85	11.8	8		9		9.8		10.8	3.71	4.48	5.48	6.18	7.18	3.45	4.25	5.25	5.95	6.75	1		12		1000000		13		1000000		14		100000		5		5		600000		9		600000		13		100000		14		1000	15		100		16		10
	170		3.89	3.89	3.89	3.89	3.89	12.5	9		10		10.8	11.8	3.81	4.68	5.68	6.38	7.38	4.6		4.4		5.4		6.1		6.9		1		12		1000000		13		1000000		14		100000		5		5		600000		9		600000		13		100000		14		1000	15		100		16		10
	180		3.93	3.93	3.93	3.93	3.93	13.2	11		12		11.8	12.8	3.91	6		6.4		6.5		6.9		4.65	5.3		6.3		6.7		7		1		12		1000000		13		1000000		14		100000		5		5		600000		9		600000		13		100000		14		1000	15		100		16		10
	190		3.97	3.97	3.97	3.97	3.97	13.5	12		13		12.8	13.8	4.08	6.4		6.8		6.7		7.18	4.7		5.8		6.4		6.7		7.3		1		12		1000000		13		1000000		14		100000		5		5		600000		9		600000		13		100000		14		1000	15		100		16		10
	200		4.01	4.01	4.01	4.01	4.01	15		15		15		14.8	14.8	4.28	6.8		7		6.9		7.28	4.85	6.4		7		7.1		7.5		1		12		1000000		13		1000000		14		100000		5		6		600000		10		600000		13		100000		14		1000	15		100		16		10
	210		4.05	4.05	4.05	4.05	4.05	16		17		18		18.8	18.8	4.48	7		7.2		7.1		7.38	5		7		7.5		7.5		7.8		1		12		1000000		13		1000000		14		100000		5		6		600000		10		600000		13		100000		14		1000	15		100		16		10
	220		5		4.09	4.09	4.09	4.09	17.8	18		19		19.8	20.6	4.68	7.01	6.8		6.58	7.58	6.4		7.2		7.7		7.7		7.9		1		12		1000000		13		1000000		14		100000		6		6		600000		10		600000		13		100000		14		1000	15		100		16		10
	230		5.05	4.13	4.13	4.13	4.13	18.8	19		20		20.8	21.6	4.88	7.02	7		6.78	7.78	6.6		7.4		7.9		7.9		8.1		1		12		1000000		13		1000000		14		100000		6		6		600000		10		600000		13		100000		14		1000	15		100		16		10
	240		5.1		4.17	4.17	4.17	4.17	19.8	20		21		21.8	22.6	5.08	7.03	7.1		6.98	7.98	6.8		7.6		8.1		8.1		8.3		1		12		1000000		13		1000000		14		100000		6		6		600000		10		600000		13		100000		14		1000	15		100		16		10
	250		5.15	4.21	4.21	4.21	4.21	20.8	21		22		22.8	23.6	5.28	7.04	7.28	7.18	8.18	7.2		7.8		8.3		8.3		8.5		1		12		1000000		13		1000000		14		100000		6		6		600000		10		600000		13		100000		14		1000	15		100		16		10
	260		5.2		4.25	4.25	4.25	4.25	21.8	22		23		23.8	24.6	5.48	7.05	7.48	7.38	8.38	7.6		8		8.5		8.5		8.7		1		12		1000000		13		1000000		14		100000		6		6		600000		10		600000		13		100000		14		1000	15		100		16		10
	270		5.25	4.29	4.29	4.29	4.29	22.8	23		24		24.8	25.6	5.68	7.06	7.68	7.58	8.58	8		8.2		8.7		8.7		8.9		1		12		1000000		13		1000000		14		100000		6		6		600000		10		600000		13		100000		14		1000	15		100		16		10
	280		5.3		4.33	4.33	4.33	4.33	23.8	24		25		25.8	26.6	5.88	7.07	7.88	7.78	8.78	8.2		8.4		8.9		8.9		9.1		1		12		1000000		13		1000000		14		100000		6		6		600000		10		600000		13		100000		14		1000	15		100		16		10
	290		5.35	4.37	4.37	4.37	4.37	25.8	25		26		26.8	27.6	6.18	7.08	8.08	7.98	8.98	8.6		8.6		9.1		9.1		9.3		1		12		1000000		13		1000000		14		100000		6		6		600000		10		600000		13		100000		14		1000	15		100		16		10
	300		5.4		4.41	4.41	4.41	4.41	26.2	26		27		27.8	28.6	6.28	7.28	8.28	8.18	9.18	8.7		8.8		9.3		9.3		9.5		1		12		1000000		13		1000000		14		100000		6		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	310		5.45	4.45	4.45	4.45	4.45	26.8	27		28		28.8	29.6	6.48	7.48	8.48	8.38	9.38	8.8		9		9.5		9.5		9.7		1		12		1000000		13		1000000		14		100000		6		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	320		5.5		4.49	4.49	4.49	4.49	27.8	28		29		29.8	30.6	6.68	7.68	8.68	8.58	9.58	9		9.2		9.7		9.7		9.9		1		12		1000000		13		1000000		14		100000		6		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	330		5.55	4.53	4.53	4.53	4.53	29.8	29.5	30		30.8	31.6	6.98	7.88	8.88	8.78	9.78	9.4		9.4		9.9		9.9		10.1	1		12		1000000		13		1000000		14		100000		6		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	340		5.6		4.57	4.57	4.57	4.57	30.8	30.5	31		31.8	32.6	7.18	8.08	9.08	9.05	10.05	9.6		9.6		10.1	10.1	10.3	1		12		1000000		13		1000000		14		100000		6		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	350		5.65	4.61	4.61	4.61	4.61	31.8	31.5	32		32.8	33.6	7.38	8.35	9.35	9.18	10.18	9.8		9.8		10.3	10.3	10.5	1		12		1000000		13		1000000		14		100000		6		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	360		5.7		4.65	4.65	4.65	4.65	32.8	32.5	33		33.8	34.6	7.58	8.48	9.48	9.38	10.38	10		10		10.5	10.5	10.7	1		12		1000000		13		1000000		14		100000		6		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	370		5.75	4.69	4.69	4.69	4.69	33.8	33.5	34		34.8	35.6	7.78	8.68	9.68	9.58	10.58	10.2	10.2	10.7	10.7	10.9	1		12		1000000		13		1000000		14		100000		6		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	380		5.8		4.73	4.73	4.73	4.73	34.8	34.5	35		35.8	36.6	7.98	8.88	9.88	9.78	10.78	10.4	10.4	10.9	10.9	11.1	1		12		1000000		13		1000000		14		100000		6		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	390		5.85	4.77	4.77	4.77	4.77	35.8	35.5	36		36.8	37.6	8.18	9.08	10.08	9.98	10.98	10.6	10.6	11.1	11.1	11.3	1		12		1000000		13		1000000		14		100000		6		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	400		6.79	6.79	6.79	6.79	6.79	38		37		38		38.8	39.8	8.48	9.28	10.28	10.18	11.18	11.6	11.5	11.4	11.4	11.5	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	410		6.79	6.79	6.79	6.79	6.79	39		41		42		42.8	43.8	8.58	9.68	10.78	10.38	11.38	12		12.5	12.8	12.5	12.3	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	420		6.79	6.79	6.79	6.79	6.79	42		50		52		61.8	66.8	8.68	9.88	10.78	10.58	11.58	12.3	13.5	15		15.7	17.5	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	430		6.79	6.79	6.79	6.79	6.79	47		52		57		66.8	71.8	8.88	9.98	10.88	10.78	11.78	12.6	14		15.5	16.2	18		1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	440		6.79	6.79	6.79	6.79	6.79	53		58		63		72.8	77.8	9.08	10.08	11.08	10.98	11.98	12.9	14.3	16.3	17		18.8	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	450		6.79	6.79	6.79	6.79	6.79	59		64		69		78.8	83.8	9.38	10.28	11.28	11.18	12.18	13.1	15.1	17.1	17.8	19.6	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	460		6.79	6.79	6.79	6.79	6.79	69		70		75		84.8	89.8	9.98	11		12		12.38	13.38	14		15.9	17.9	18.6	20.4	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	470		6.79	6.79	6.79	6.79	6.79	76		76		81		90.8	95.8	10.28	12		13		13.1	13.7	14.7	16.7	18.7	19.4	21.2	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	480		6.79	6.79	6.79	6.79	6.79	82		82		87		96.8	100.8	10.58	12.5	13.5	13.5	14		15.2	17.5	19.5	20.2	22		1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	490		6.79	6.79	6.79	6.79	6.79	88		88		93		101.8	106.8	10.88	13		13.8	13.7	14.3	16		18.3	20.3	21		22.8	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	500		6.79	6.79	6.79	6.79	6.79	93		94		99		107.8	112.8	11.18	13.4	14.1	14		14.6	16.7	19.1	21.1	21.8	23.6	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	510		6.79	6.79	6.79	6.79	6.79	95		100		105		113.8	118.8	11.38	13.7	14.4	14.3	14.9	17.4	19.9	21.9	22.6	24.4	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	520		6.79	6.79	6.79	6.79	6.79	101		106		111		119.8	124.8	11.48	14		14.7	14.6	15.2	17.7	20.7	22.7	23.4	25.2	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	530		6.79	6.79	6.79	6.79	6.79	107		112		117		125.8	130.8	11.78	14.3	15		14.9	15.5	18.5	21.5	23.5	24.2	26		1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	540		6.79	6.79	6.79	6.79	6.79	113		118		123		131.8	136.8	12.08	14.6	15.3	15.2	15.8	19.3	22.3	24.3	25		26.8	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	550		6.79	6.79	6.79	6.79	6.79	119		124		129		137.8	142.8	12.38	14.9	15.6	15.5	16.1	20.1	23.1	25.1	25.8	27.6	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	560		6.79	6.79	6.79	6.79	6.79	125		130		135		143.8	148.8	12.68	15.2	15.9	15.8	16.4	20.9	23.9	25.9	26.6	28.4	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	570		6.79	6.79	6.79	6.79	6.79	131		136		141		149.8	154.8	12.98	15.5	16.2	16.1	16.7	21.7	24.7	26.7	27.4	29.2	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	580		6.79	6.79	6.79	6.79	6.79	137		142		147		155.8	160.8	13.28	15.8	16.5	16.4	17		22.5	25.5	27.5	28.2	30		1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	590		6.79	6.79	6.79	6.79	6.79	143		148		153		161.8	166.8	13.58	16.1	16.8	16.7	17.3	23.3	26.3	28.3	29		30.8	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	600		6.79	6.79	6.79	6.79	6.79	149		157		162		167.8	172.8	13.88	16.6	17.2	17		17.6	24.1	28.1	29.1	29.8	31.6	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	610		6.79	6.79	6.79	6.79	6.79	39		41		42		42.8	43.8	8.58	9.68	10.78	10.38	11.38	12		12.5	12.8	12.5	12.3	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	620		6.79	6.79	6.79	6.79	6.79	42		50		52		61.8	66.8	8.68	9.88	10.78	10.58	11.58	12.3	13.5	15		15.7	17.5	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	630		6.79	6.79	6.79	6.79	6.79	47		52		57		66.8	71.8	8.88	9.98	10.88	10.78	11.78	12.6	14		15.5	16.2	18		1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	640		6.79	6.79	6.79	6.79	6.79	53		58		63		72.8	77.8	9.08	10.08	11.08	10.98	11.98	12.9	14.3	16.3	17		18.8	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	650		6.79	6.79	6.79	6.79	6.79	59		64		69		78.8	83.8	9.38	10.28	11.28	11.18	12.18	13.1	15.1	17.1	17.8	19.6	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	660		6.79	6.79	6.79	6.79	6.79	69		70		75		84.8	89.8	9.98	11		12		12.38	13.38	14		15.9	17.9	18.6	20.4	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	670		6.79	6.79	6.79	6.79	6.79	76		76		81		90.8	95.8	10.28	12		13		13.1	13.7	14.7	16.7	18.7	19.4	21.2	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	680		6.79	6.79	6.79	6.79	6.79	82		82		87		96.8	100.8	10.58	12.5	13.5	13.5	14		15.2	17.5	19.5	20.2	22		1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	690		6.79	6.79	6.79	6.79	6.79	88		88		93		101.8	106.8	10.88	13		13.8	13.7	14.3	16		18.3	20.3	21		22.8	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	700		6.79	6.79	6.79	6.79	6.79	93		94		99		107.8	112.8	11.18	13.4	14.1	14		14.6	16.7	19.1	21.1	21.8	23.6	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	710		6.79	6.79	6.79	6.79	6.79	95		100		105		113.8	118.8	11.38	13.7	14.4	14.3	14.9	17.4	19.9	21.9	22.6	24.4	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	720		6.79	6.79	6.79	6.79	6.79	101		106		111		119.8	124.8	11.48	14		14.7	14.6	15.2	17.7	20.7	22.7	23.4	25.2	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	730		6.79	6.79	6.79	6.79	6.79	107		112		117		125.8	130.8	11.78	14.3	15		14.9	15.5	18.5	21.5	23.5	24.2	26		1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	740		6.79	6.79	6.79	6.79	6.79	113		118		123		131.8	136.8	12.08	14.6	15.3	15.2	15.8	19.3	22.3	24.3	25		26.8	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	750		6.79	6.79	6.79	6.79	6.79	119		124		129		137.8	142.8	12.38	14.9	15.6	15.5	16.1	20.1	23.1	25.1	25.8	27.6	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	760		6.79	6.79	6.79	6.79	6.79	125		130		135		143.8	148.8	12.68	15.2	15.9	15.8	16.4	20.9	23.9	25.9	26.6	28.4	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	770		6.79	6.79	6.79	6.79	6.79	131		136		141		149.8	154.8	12.98	15.5	16.2	16.1	16.7	21.7	24.7	26.7	27.4	29.2	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	780		6.79	6.79	6.79	6.79	6.79	137		142		147		155.8	160.8	13.28	15.8	16.5	16.4	17		22.5	25.5	27.5	28.2	30		1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	790		6.79	6.79	6.79	6.79	6.79	143		148		153		161.8	166.8	13.58	16.1	16.8	16.7	17.3	23.3	26.3	28.3	29		30.8	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
	800		6.79	6.79	6.79	6.79	6.79	149		157		162		167.8	172.8	13.88	16.6	17.2	17		17.6	24.1	28.1	29.1	29.8	31.6	1		12		1000000		13		1000000		14		100000		7		7		600000		11		600000		13		100000		14		1000	15		100		16		10
end
